buyer_id,age,gender,annual_income_usd,city_type,daily_commute_km,number_of_cars_owned,current_car_type,charging_stations_near_home,charging_stations_near_work,home_charging_possible,environmental_concern_level,subsidy_available,range_anxiety_level,will_buy_ev,age_group
EV09185,34,Male,115495.0,Urban,24.2,2,Sedan,5,15,Yes,3,Yes,Low,Yes,31-40
EV09186,30,Male,67628.0,Urban,40.2,2,Sedan,7,16,Yes,3,No,Low,No,18-30
EV09187,32,Female,30000.0,Urban,5.0,1,Sedan,7,14,Yes,5,Yes,Low,No,31-40
EV09188,50,Male,77271.0,Suburban,5.0,2,Sedan,2,7,Yes,1,Yes,Low,No,41-50
EV09189,47,Male,155365.0,Urban,40.2,1,Truck,12,10,No,4,Yes,Low,No,41-50
EV09190,62,Male,92706.0,Urban,20.1,2,SUV,3,3,Yes,3,Yes,Low,No,61-70
EV09191,31,Female,47841.0,Urban,5.0,4,SUV,12,10,No,1,No,Low,No,31-40
EV09192,34,Male,76180.0,Rural,36.2,3,SUV,2,2,Yes,1,Yes,Low,No,31-40
EV09193,61,Male,113784.0,Urban,40.2,1,Sedan,11,3,No,2,Yes,Low,No,61-70
EV09194,41,Female,45612.0,Urban,45.0,1,Truck,5,13,Yes,3,No,Low,No,41-50
EV09195,69,Male,70890.0,Rural,19.4,3,Sedan,0,0,Yes,5,No,Low,No,61-70
EV09196,40,Male,89138.0,Urban,42.6,2,SUV,7,16,No,5,No,Low,No,31-40
EV09197,48,Female,46447.0,Suburban,86.0,1,Hatchback,2,3,Yes,2,Yes,Low,No,41-50
EV09198,53,Female,108181.0,Suburban,51.7,3,Hatchback,5,9,Yes,4,No,Low,No,51-60
EV09199,45,Male,81516.0,Urban,71.2,2,SUV,9,14,No,4,Yes,Medium,No,41-50
EV09200,33,Male,96382.0,Rural,45.9,4,Hatchback,2,3,Yes,1,Yes,Low,No,31-40
EV09201,62,Female,98131.0,Urban,5.0,1,SUV,11,7,No,1,Yes,Low,No,61-70
EV09202,53,Male,87444.0,Suburban,70.9,2,Sedan,3,1,Yes,3,No,Low,No,51-60
EV09203,32,Male,105318.0,Rural,27.4,3,SUV,1,3,Yes,5,No,Low,No,31-40
EV09204,50,Female,109655.0,Rural,44.8,2,Hatchback,1,1,Yes,1,Yes,Low,No,41-50
EV09205,30,Female,116147.0,Suburban,82.3,1,Hatchback,6,9,Yes,4,Yes,Low,Yes,18-30
EV09206,57,Male,71295.0,Suburban,33.8,1,Sedan,5,8,Yes,4,No,Low,No,51-60
EV09207,66,Female,56009.0,Suburban,69.9,1,SUV,4,6,Yes,3,Yes,Low,No,61-70
EV09208,56,Male,106998.0,Rural,18.0,2,Sedan,1,2,No,1,No,Low,No,51-60
EV09209,54,Female,146967.0,Urban,20.4,3,SUV,4,8,Yes,2,Yes,Low,Yes,51-60
EV09210,64,Male,65409.0,Urban,5.0,2,SUV,12,6,Yes,3,No,Low,No,61-70
EV09211,32,Male,118673.0,Suburban,29.7,1,SUV,7,7,Yes,2,Yes,Low,No,31-40
EV09212,38,Female,73758.0,Suburban,5.0,1,Sedan,5,8,Yes,1,Yes,Low,No,31-40
EV09213,53,Female,134111.0,Rural,6.9,2,Hatchback,1,0,Yes,2,Yes,Low,Yes,51-60
EV09214,39,Female,40109.0,Urban,46.8,2,SUV,10,6,No,5,Yes,Low,Yes,31-40
EV09215,63,Female,100006.0,Suburban,45.2,3,Sedan,4,9,Yes,2,Yes,Low,No,61-70
EV09216,26,Male,42346.0,Urban,49.2,2,Sedan,13,12,No,4,No,Low,No,18-30
EV09217,48,Female,59406.0,Suburban,60.2,1,Sedan,5,6,Yes,1,Yes,Low,No,41-50
EV09218,46,Female,129709.0,Urban,40.1,3,Sedan,11,3,No,4,Yes,Medium,Yes,41-50
EV09219,44,Female,82196.0,Urban,39.4,3,Sedan,12,5,Yes,4,Yes,Low,Yes,41-50
EV09220,32,Male,91597.0,Suburban,11.2,1,Hatchback,6,7,Yes,4,No,Low,No,31-40
EV09221,50,Female,77147.0,Urban,5.0,3,Sedan,10,3,No,1,Yes,Medium,No,41-50
EV09222,36,Male,62010.0,Urban,20.4,1,Hatchback,10,17,No,5,Yes,Low,No,31-40
EV09223,69,Female,35695.0,Urban,14.3,3,SUV,7,4,No,3,Yes,Medium,No,61-70
EV09224,54,Female,67954.0,Suburban,70.2,2,SUV,3,6,No,4,Yes,Medium,No,51-60
EV09225,47,Male,84057.0,Rural,23.2,2,SUV,1,0,Yes,3,Yes,Low,No,41-50
EV09226,55,Male,53521.0,Suburban,34.7,2,SUV,5,6,Yes,1,No,Low,No,51-60
EV09227,45,Female,100537.0,Suburban,70.6,2,Truck,5,3,Yes,2,No,Low,No,41-50
EV09228,27,Female,132273.0,Suburban,53.7,3,Sedan,1,7,No,1,No,Medium,No,18-30
EV09229,32,Female,109871.0,Suburban,5.0,1,Truck,2,8,Yes,3,Yes,Low,No,31-40
EV09230,52,Male,100622.0,Urban,69.4,2,Hatchback,2,16,Yes,1,Yes,Low,No,51-60
EV09231,50,Male,78965.0,Suburban,69.0,2,Truck,1,9,No,3,No,Medium,No,41-50
EV09232,39,Female,144060.0,Suburban,21.0,1,SUV,4,9,Yes,3,Yes,Low,Yes,31-40
EV09233,62,Female,30000.0,Urban,39.7,2,SUV,2,16,No,1,Yes,Medium,No,61-70
EV09234,52,Female,133552.0,Rural,58.4,2,SUV,2,1,Yes,4,Yes,Low,No,51-60
EV09235,45,Female,58183.0,Urban,79.0,3,SUV,8,16,Yes,3,Yes,Low,No,41-50
EV09236,50,Male,50855.0,Suburban,5.0,1,SUV,3,9,Yes,3,Yes,Low,No,41-50
EV09237,69,Male,96483.0,Suburban,61.9,4,Sedan,5,6,Yes,5,Yes,Low,No,61-70
EV09238,28,Female,125396.0,Urban,5.0,3,SUV,12,16,Yes,5,No,Low,Yes,18-30
EV09239,43,Male,84708.0,Urban,5.0,3,Truck,10,11,No,5,Yes,Low,Yes,41-50
EV09240,62,Female,84708.0,Urban,58.0,1,SUV,9,3,No,3,Yes,Medium,No,61-70
EV09241,69,Male,87460.0,Suburban,57.8,2,SUV,4,2,No,2,No,Low,No,61-70
EV09242,51,Female,35573.0,Suburban,5.0,2,Truck,1,7,Yes,2,Yes,Low,No,51-60
EV09243,45,Male,97741.0,Suburban,58.0,3,Truck,3,9,Yes,2,No,Low,No,41-50
EV09244,45,Male,30000.0,Suburban,68.8,1,Sedan,2,2,Yes,5,No,Low,No,41-50
EV09245,57,Male,87225.0,Urban,32.4,3,Truck,9,18,No,3,Yes,Low,No,51-60
EV09246,39,Female,85878.0,Rural,55.4,2,SUV,1,2,Yes,5,No,Low,No,31-40
EV09247,56,Male,41341.0,Urban,41.5,3,Sedan,12,15,Yes,1,Yes,Low,No,51-60
EV09248,47,Male,93818.0,Urban,53.8,4,SUV,10,12,No,3,Yes,Medium,No,41-50
EV09249,47,Male,122071.0,Rural,5.0,1,Sedan,0,2,Yes,4,Yes,Low,No,41-50
EV09250,57,Male,131472.0,Urban,35.5,3,SUV,9,7,No,2,Yes,Medium,No,51-60
EV09251,54,Female,81470.0,Rural,50.4,2,SUV,1,0,Yes,4,No,Low,No,51-60
EV09252,40,Female,87215.0,Urban,83.8,3,Hatchback,13,5,Yes,5,No,Low,No,31-40
EV09253,42,Female,97567.0,Suburban,27.8,1,Truck,0,8,Yes,2,No,Low,No,41-50
EV09254,57,Male,64334.0,Suburban,37.2,1,Sedan,6,5,Yes,1,Yes,Low,No,51-60
EV09255,63,Male,69093.0,Urban,30.4,2,SUV,4,8,No,1,Yes,Medium,No,61-70
EV09256,46,Male,41928.0,Urban,36.5,2,SUV,12,11,No,1,Yes,Medium,No,41-50
EV09257,32,Male,77323.0,Suburban,51.8,2,SUV,2,6,No,4,No,Medium,No,31-40
EV09258,54,Male,92256.0,Suburban,5.0,1,Sedan,1,7,Yes,5,Yes,Low,Yes,51-60
EV09259,63,Male,69836.0,Rural,14.2,2,SUV,2,2,Yes,3,No,Low,No,61-70
EV09260,40,Female,91377.0,Suburban,52.6,2,Hatchback,5,5,Yes,1,No,Low,No,31-40
EV09261,54,Female,101027.0,Urban,5.0,3,SUV,13,16,No,4,Yes,Low,Yes,51-60
EV09262,64,Male,125759.0,Rural,48.5,1,SUV,2,2,Yes,1,No,Low,No,61-70
EV09263,57,Female,35561.0,Suburban,58.8,2,SUV,4,3,Yes,4,Yes,Low,Yes,51-60
EV09264,35,Male,101547.0,Suburban,63.3,2,Sedan,2,2,Yes,1,No,Low,No,31-40
EV09265,39,Male,83745.0,Urban,38.3,2,SUV,8,5,Yes,5,Yes,Low,No,31-40
EV09266,35,Female,104070.0,Suburban,5.0,2,SUV,3,7,No,5,Yes,Low,No,31-40
EV09267,67,Female,111682.0,Urban,39.6,1,Sedan,14,8,Yes,2,Yes,Low,Yes,61-70
EV09268,35,Female,71095.0,Urban,34.5,2,Hatchback,2,6,Yes,3,Yes,Low,No,31-40
EV09269,30,Female,85367.0,Urban,23.1,2,Hatchback,14,15,No,4,Yes,Low,No,18-30
EV09270,49,Male,80931.0,Urban,28.0,1,SUV,13,8,No,1,No,Low,No,41-50
EV09271,62,Male,149261.0,Urban,54.4,2,SUV,9,17,Yes,2,Yes,Low,No,61-70
EV09272,49,Female,110226.0,Suburban,23.0,1,Truck,1,8,Yes,3,No,Low,No,41-50
EV09273,63,Male,40838.0,Suburban,34.1,1,SUV,3,9,Yes,1,Yes,Low,No,61-70
EV09274,61,Male,84708.0,Urban,40.2,2,Sedan,3,18,No,2,Yes,Low,No,61-70
EV09275,51,Male,95468.0,Suburban,43.6,2,Truck,6,8,Yes,1,No,Low,No,51-60
EV09276,55,Female,30000.0,Urban,34.1,2,Truck,14,14,No,4,No,Low,No,51-60
EV09277,34,Female,91675.0,Urban,10.5,2,Truck,14,11,No,1,Yes,Low,No,31-40
EV09278,59,Male,137930.0,Suburban,79.8,2,Sedan,7,1,Yes,1,Yes,Low,No,51-60
EV09279,63,Female,80045.0,Suburban,34.2,2,SUV,5,7,Yes,3,Yes,Low,No,61-70
EV09280,42,Female,111181.0,Urban,85.2,2,Sedan,13,9,No,3,Yes,Low,Yes,41-50
EV09281,53,Female,104378.0,Urban,55.8,3,Sedan,12,16,No,4,Yes,Low,Yes,51-60
EV09282,43,Male,115696.0,Urban,32.5,2,SUV,12,10,Yes,3,Yes,Low,No,41-50
EV09283,40,Female,154081.0,Rural,5.0,2,Sedan,1,2,Yes,1,No,Low,No,31-40
EV09284,27,Female,61411.0,Urban,92.0,2,Hatchback,3,7,No,3,No,Medium,No,18-30
EV09285,49,Female,95665.0,Rural,56.5,2,SUV,0,2,Yes,3,Yes,Low,Yes,41-50
EV09286,68,Male,154158.0,Urban,21.3,1,Sedan,12,6,Yes,3,Yes,Low,Yes,61-70
EV09287,26,Female,113743.0,Suburban,51.9,1,Sedan,1,1,No,4,Yes,High,No,18-30
EV09288,68,Female,67541.0,Urban,57.2,1,SUV,14,15,No,4,No,Low,No,61-70
EV09289,25,Male,105868.0,Suburban,11.6,1,Sedan,6,8,Yes,3,Yes,Low,No,18-30
EV09290,36,Male,82301.0,Urban,11.0,1,SUV,2,19,No,2,Yes,Low,No,31-40
EV09291,53,Male,42937.0,Urban,36.4,3,Sedan,3,10,Yes,4,No,Low,No,51-60
EV09292,33,Male,30000.0,Urban,52.5,2,Sedan,10,15,No,1,Yes,Low,No,31-40
EV09293,57,Female,92482.0,Suburban,6.3,4,Truck,7,9,Yes,3,Yes,Low,Yes,51-60
EV09294,53,Male,68077.0,Rural,68.0,1,Sedan,2,3,Yes,1,No,Low,No,51-60
EV09295,43,Male,111718.0,Urban,5.0,2,SUV,11,17,Yes,3,Yes,Low,No,41-50
EV09296,37,Male,112843.0,Suburban,46.1,3,SUV,1,1,Yes,5,Yes,Low,Yes,31-40
EV09297,53,Female,79575.0,Suburban,41.8,2,SUV,5,4,Yes,5,Yes,Low,Yes,51-60
EV09298,54,Male,75963.0,Suburban,45.3,3,Truck,3,8,No,5,Yes,Medium,No,51-60
EV09299,41,Male,77383.0,Suburban,58.6,2,Sedan,4,8,Yes,4,Yes,Low,No,41-50
EV09300,25,Female,101290.0,Rural,17.8,3,Sedan,0,2,Yes,4,Yes,Low,No,18-30
EV09301,30,Other,38649.0,Suburban,27.0,2,SUV,5,7,Yes,4,Yes,Low,No,18-30
EV09302,32,Female,84774.0,Urban,29.1,1,SUV,10,11,No,2,Yes,Low,No,31-40
EV09303,38,Female,113354.0,Urban,17.4,1,Truck,5,11,Yes,3,Yes,Low,No,31-40
EV09304,60,Female,66710.0,Suburban,67.6,2,SUV,3,7,Yes,1,Yes,Low,No,51-60
EV09305,30,Female,95585.0,Urban,61.8,2,Truck,11,14,Yes,2,No,Low,No,18-30
EV09306,26,Male,83397.0,Suburban,67.1,2,SUV,7,1,Yes,1,Yes,Low,No,18-30
EV09307,41,Male,58728.0,Suburban,8.9,3,Sedan,2,7,Yes,5,Yes,Low,No,41-50
EV09308,49,Male,46440.0,Rural,47.4,4,Sedan,0,2,Yes,5,Yes,Low,No,41-50
EV09309,48,Male,50482.0,Urban,5.0,1,Sedan,6,9,No,4,Yes,Low,Yes,41-50
EV09310,35,Male,94574.0,Urban,43.6,2,SUV,13,15,Yes,3,Yes,Low,No,31-40
EV09311,49,Female,140687.0,Urban,66.8,2,Sedan,14,8,No,5,No,Low,No,41-50
EV09312,49,Female,79677.0,Urban,52.3,3,SUV,9,15,No,4,No,Low,No,41-50
EV09313,41,Male,114353.0,Urban,51.0,1,SUV,6,5,No,4,Yes,Medium,No,41-50
EV09314,32,Male,30000.0,Urban,23.5,4,Sedan,6,7,Yes,4,Yes,Low,No,31-40
EV09315,69,Female,123669.0,Suburban,53.8,1,SUV,3,3,Yes,3,No,Low,No,61-70
EV09316,57,Male,69772.0,Urban,47.7,1,SUV,3,9,No,3,No,Medium,No,51-60
EV09317,65,Female,130933.0,Suburban,79.3,4,Sedan,4,7,Yes,5,Yes,Low,Yes,61-70
EV09318,55,Male,89023.0,Rural,30.3,1,SUV,0,2,Yes,3,No,Low,No,51-60
EV09319,46,Male,45926.0,Suburban,52.0,1,SUV,5,3,Yes,5,No,Low,No,41-50
EV09320,54,Male,72664.0,Urban,5.0,3,Sedan,12,5,Yes,5,Yes,Low,Yes,51-60
EV09321,68,Other,72866.0,Suburban,37.7,2,SUV,5,9,Yes,2,Yes,Low,No,61-70
EV09322,68,Male,101134.0,Rural,43.5,1,Sedan,1,2,Yes,1,Yes,Low,No,61-70
EV09323,49,Male,170537.0,Suburban,64.9,2,Sedan,0,8,Yes,4,No,Low,No,41-50
EV09324,35,Female,109605.0,Urban,50.4,3,Hatchback,14,11,No,4,No,Low,No,31-40
EV09325,35,Male,144194.0,Urban,40.5,1,SUV,5,16,Yes,4,Yes,Low,Yes,31-40
EV09326,58,Other,30000.0,Urban,39.0,1,SUV,11,13,No,2,No,Low,No,51-60
EV09327,45,Male,57208.0,Suburban,75.1,2,Hatchback,3,1,Yes,1,No,Low,No,41-50
EV09328,51,Female,97408.0,Urban,30.3,1,Sedan,5,19,No,4,Yes,Low,No,51-60
EV09329,47,Female,63712.0,Suburban,21.0,2,SUV,0,3,Yes,1,Yes,Low,No,41-50
EV09330,54,Male,72716.0,Urban,33.5,1,Hatchback,6,12,Yes,3,Yes,Low,No,51-60
EV09331,34,Male,84708.0,Rural,63.6,2,Sedan,1,3,Yes,4,No,Low,No,31-40
EV09332,53,Female,84530.0,Rural,56.9,1,SUV,1,0,Yes,1,Yes,Low,No,51-60
EV09333,40,Male,74947.0,Urban,15.4,2,Sedan,10,9,No,1,Yes,Low,No,31-40
EV09334,53,Male,69340.0,Suburban,24.4,1,Truck,5,8,Yes,4,Yes,Low,No,51-60
EV09335,54,Male,77532.0,Suburban,48.5,1,SUV,4,4,Yes,3,No,Low,No,51-60
EV09336,59,Female,107352.0,Suburban,50.9,2,Sedan,3,5,Yes,3,Yes,Low,No,51-60
EV09337,26,Male,42717.0,Urban,68.7,3,Sedan,14,14,Yes,4,No,Low,No,18-30
EV09338,36,Male,97895.0,Suburban,38.3,2,Truck,6,3,Yes,2,Yes,Low,No,31-40
EV09339,45,Male,30000.0,Suburban,17.4,4,SUV,4,5,Yes,4,Yes,Low,No,41-50
EV09340,39,Female,67986.0,Rural,61.8,3,SUV,2,0,Yes,4,Yes,Low,No,31-40
EV09341,48,Male,82500.0,Urban,75.0,1,Hatchback,11,12,Yes,2,No,Low,No,41-50
EV09342,31,Female,87630.0,Suburban,70.3,1,Sedan,0,6,Yes,1,No,Low,No,31-40
EV09343,44,Female,31034.0,Rural,6.0,1,Sedan,2,0,Yes,2,Yes,Low,No,41-50
EV09344,50,Female,30000.0,Urban,43.2,1,Sedan,5,15,Yes,2,No,Low,No,41-50
EV09345,60,Female,47055.0,Suburban,20.3,2,Sedan,4,7,Yes,5,No,Low,No,51-60
EV09346,40,Male,77960.0,Suburban,44.5,1,SUV,4,5,Yes,1,Yes,Low,No,31-40
EV09347,39,Male,107481.0,Urban,41.7,1,SUV,3,11,No,5,Yes,Medium,No,31-40
EV09348,41,Female,107551.0,Urban,33.0,2,SUV,6,15,No,4,No,Low,No,41-50
EV09349,31,Male,116019.0,Urban,76.3,1,Sedan,13,12,No,1,Yes,Low,No,31-40
EV09350,30,Male,87750.0,Suburban,15.9,1,SUV,6,5,Yes,2,Yes,Low,No,18-30
EV09351,63,Female,92798.0,Suburban,40.7,1,Sedan,3,7,Yes,1,Yes,Low,No,61-70
EV09352,28,Female,30190.0,Suburban,76.8,2,Hatchback,1,3,Yes,5,No,Low,No,18-30
EV09353,50,Male,69205.0,Suburban,5.0,1,Hatchback,4,4,Yes,5,Yes,Low,No,41-50
EV09354,34,Male,106221.0,Suburban,31.4,2,Sedan,2,3,Yes,1,Yes,Low,No,31-40
EV09355,43,Male,71926.0,Urban,42.9,1,Sedan,11,4,Yes,4,Yes,Low,No,41-50
EV09356,66,Female,84708.0,Suburban,52.5,3,Sedan,0,7,Yes,5,No,Low,No,61-70
EV09357,40,Male,112419.0,Suburban,30.9,2,Sedan,5,1,Yes,1,Yes,Low,No,31-40
EV09358,61,Male,170891.0,Urban,56.4,2,SUV,5,14,No,1,Yes,Low,No,61-70
EV09359,39,Male,119424.0,Suburban,5.0,2,Hatchback,0,4,Yes,1,Yes,Low,No,31-40
EV09360,36,Male,78738.0,Suburban,46.6,1,Sedan,5,9,Yes,3,Yes,Low,No,31-40
EV09361,36,Female,112446.0,Urban,61.1,2,Sedan,2,16,No,3,Yes,Low,Yes,31-40
EV09362,53,Male,96787.0,Urban,66.7,1,Sedan,2,13,Yes,3,No,Low,No,51-60
EV09363,45,Female,121294.0,Suburban,72.5,2,SUV,2,8,Yes,1,No,Low,No,41-50
EV09364,65,Female,80740.0,Rural,33.0,1,Hatchback,0,1,Yes,4,Yes,Low,No,61-70
EV09365,50,Female,77831.0,Rural,42.3,1,Truck,0,1,Yes,3,No,Low,No,41-50
EV09366,58,Female,31098.0,Urban,64.7,2,SUV,4,9,No,3,No,Low,No,51-60
EV09367,50,Female,58963.0,Suburban,5.0,2,SUV,4,2,No,2,Yes,Medium,No,41-50
EV09368,41,Female,104555.0,Suburban,94.9,1,SUV,7,8,Yes,1,No,Low,No,41-50
EV09369,66,Male,52201.0,Suburban,5.0,3,Sedan,5,6,Yes,5,No,Low,No,61-70
EV09370,29,Male,112607.0,Rural,16.3,2,Hatchback,2,1,Yes,3,Yes,Low,No,18-30
EV09371,50,Female,75101.0,Suburban,36.3,2,SUV,7,9,No,1,Yes,Low,No,41-50
EV09372,58,Female,47043.0,Urban,34.7,3,Hatchback,14,16,No,3,Yes,Low,No,51-60
EV09373,55,Female,84310.0,Urban,40.4,1,SUV,12,14,Yes,4,Yes,Low,No,51-60
EV09374,47,Male,49900.0,Urban,52.2,2,SUV,12,8,Yes,2,No,Low,No,41-50
EV09375,59,Male,86290.0,Suburban,25.2,3,SUV,1,3,No,1,Yes,Medium,No,51-60
EV09376,60,Male,94280.0,Urban,17.8,1,Truck,7,14,No,5,Yes,Medium,No,51-60
EV09377,33,Male,138319.0,Urban,42.6,3,Hatchback,8,14,Yes,2,No,Low,No,31-40
EV09378,31,Female,57207.0,Suburban,66.3,1,Sedan,4,5,Yes,2,Yes,Low,No,31-40
EV09379,55,Female,87203.0,Rural,14.7,1,Truck,1,0,No,2,Yes,Medium,No,51-60
EV09380,48,Male,124938.0,Rural,21.9,2,Sedan,1,0,Yes,1,Yes,Low,No,41-50
EV09381,64,Male,86183.0,Urban,40.2,2,SUV,4,8,No,5,Yes,Low,Yes,61-70
EV09382,38,Male,97368.0,Urban,72.5,2,Hatchback,8,7,Yes,4,Yes,Low,No,31-40
EV09383,40,Male,93232.0,Rural,70.6,1,Truck,2,1,Yes,4,Yes,Low,No,31-40
EV09384,62,Male,52150.0,Urban,49.9,1,Sedan,3,16,No,3,Yes,Medium,No,61-70
EV09385,41,Male,61083.0,Suburban,40.2,2,Sedan,4,4,Yes,2,No,Low,No,41-50
EV09386,53,Female,114302.0,Suburban,54.7,1,Sedan,0,5,Yes,2,Yes,Low,No,51-60
EV09387,44,Male,91578.0,Rural,5.0,1,Sedan,1,1,Yes,1,No,Medium,No,41-50
EV09388,56,Male,104021.0,Rural,75.6,1,Hatchback,0,1,Yes,1,Yes,Low,No,51-60
EV09389,35,Female,115518.0,Suburban,34.5,2,Hatchback,2,6,Yes,3,No,Low,No,31-40
EV09390,49,Female,69328.0,Suburban,23.4,3,Hatchback,2,9,Yes,1,No,Low,No,41-50
EV09391,38,Male,35736.0,Urban,33.0,1,SUV,12,16,No,1,No,Low,No,31-40
EV09392,34,Male,63137.0,Urban,61.9,3,Truck,2,19,No,2,No,Low,No,31-40
EV09393,48,Female,95793.0,Urban,27.8,3,Sedan,3,10,Yes,4,Yes,Low,Yes,41-50
EV09394,54,Male,76536.0,Rural,89.6,2,Hatchback,0,0,No,4,Yes,High,No,51-60
EV09395,60,Other,100997.0,Urban,50.4,2,Sedan,5,18,No,1,No,Low,No,51-60
EV09396,32,Male,101476.0,Urban,48.7,2,SUV,7,4,Yes,3,Yes,Low,No,31-40
EV09397,52,Female,92106.0,Urban,45.4,2,Sedan,12,8,No,2,No,Medium,No,51-60
EV09398,51,Female,77048.0,Urban,16.8,1,Hatchback,3,6,No,1,No,High,No,51-60
EV09399,43,Male,91807.0,Suburban,5.0,1,SUV,5,5,Yes,1,Yes,Low,Yes,41-50
EV09400,55,Male,94058.0,Suburban,39.3,1,SUV,2,1,Yes,2,Yes,Low,No,51-60
EV09401,38,Male,59362.0,Rural,40.2,1,Sedan,1,0,Yes,1,Yes,Low,No,31-40
EV09402,49,Female,57534.0,Urban,25.0,1,Hatchback,5,5,Yes,4,Yes,Low,No,41-50
EV09403,34,Male,79857.0,Urban,45.7,1,Truck,9,5,Yes,5,Yes,Low,Yes,31-40
EV09404,46,Male,191927.0,Suburban,60.7,1,Sedan,4,7,Yes,1,Yes,Low,No,41-50
EV09405,55,Male,119692.0,Suburban,66.1,1,Sedan,5,4,Yes,3,Yes,Low,Yes,51-60
EV09406,47,Male,92831.0,Suburban,19.2,1,Sedan,5,4,Yes,5,Yes,Low,Yes,41-50
EV09407,40,Female,81899.0,Rural,39.6,2,Sedan,1,3,Yes,3,Yes,Low,No,31-40
EV09408,26,Other,97864.0,Urban,43.2,2,SUV,7,10,No,4,Yes,Low,No,18-30
EV09409,37,Male,80378.0,Urban,40.2,1,SUV,14,3,No,4,No,Medium,No,31-40
EV09410,65,Male,64953.0,Urban,33.2,1,Sedan,11,7,No,1,Yes,Medium,No,61-70
EV09411,27,Female,173388.0,Rural,26.6,2,Hatchback,2,0,Yes,2,Yes,Low,No,18-30
EV09412,29,Male,30000.0,Urban,30.5,2,Sedan,5,14,Yes,3,Yes,Low,No,18-30
EV09413,47,Male,77148.0,Urban,22.2,1,Hatchback,14,7,Yes,5,No,Low,No,41-50
EV09414,58,Female,55046.0,Suburban,77.1,1,SUV,2,8,Yes,4,No,Low,No,51-60
EV09415,43,Male,100154.0,Urban,74.3,3,Sedan,3,3,Yes,4,Yes,Low,Yes,41-50
EV09416,56,Female,80797.0,Suburban,71.4,4,Sedan,2,6,Yes,2,Yes,Low,No,51-60
EV09417,60,Female,92392.0,Suburban,56.7,1,Sedan,7,1,Yes,4,Yes,Low,No,51-60
EV09418,60,Female,142960.0,Urban,79.8,1,Sedan,9,9,No,2,Yes,Medium,No,51-60
EV09419,65,Female,90557.0,Urban,63.1,1,Truck,13,10,Yes,1,No,Low,No,61-70
EV09420,42,Male,30000.0,Urban,56.7,1,Hatchback,5,18,No,1,Yes,Low,No,41-50
EV09421,48,Female,111703.0,Urban,40.5,1,Hatchback,13,17,Yes,3,Yes,Low,No,41-50
EV09422,33,Female,112429.0,Suburban,49.3,2,Sedan,2,4,No,4,Yes,Medium,No,31-40
EV09423,52,Female,104205.0,Urban,25.7,4,Sedan,2,7,No,2,Yes,Low,No,51-60
EV09424,60,Female,84376.0,Rural,74.9,1,Sedan,2,1,Yes,2,Yes,Low,No,51-60
EV09425,32,Male,93477.0,Suburban,9.2,1,SUV,1,5,Yes,2,Yes,Low,No,31-40
EV09426,29,Female,99281.0,Urban,31.8,2,SUV,10,10,No,5,Yes,Low,Yes,18-30
EV09427,33,Male,82115.0,Rural,92.2,1,Hatchback,1,3,Yes,3,No,Low,No,31-40
EV09428,53,Male,30000.0,Urban,9.5,3,Sedan,12,7,No,5,Yes,Low,No,51-60
EV09429,33,Male,87715.0,Suburban,31.9,2,Sedan,2,8,Yes,4,Yes,Low,Yes,31-40
EV09430,28,Male,91056.0,Suburban,16.6,2,Truck,0,3,Yes,4,No,Low,No,18-30
EV09431,49,Female,94850.0,Suburban,12.5,1,Sedan,1,4,Yes,4,Yes,Low,Yes,41-50
EV09432,59,Female,70384.0,Suburban,59.8,1,Sedan,0,9,No,2,No,Medium,No,51-60
EV09433,46,Female,67229.0,Rural,58.5,2,Sedan,0,2,No,2,No,High,No,41-50
EV09434,37,Male,118533.0,Urban,45.1,1,Sedan,6,8,Yes,4,No,Low,No,31-40
EV09435,40,Male,72816.0,Suburban,10.9,1,Sedan,6,3,No,4,Yes,Medium,No,31-40
EV09436,31,Female,85451.0,Urban,16.9,4,SUV,7,19,No,1,No,Low,No,31-40
EV09437,52,Female,134327.0,Urban,20.5,3,Hatchback,12,4,No,2,Yes,Low,Yes,51-60
EV09438,61,Male,126681.0,Rural,16.7,2,SUV,1,3,Yes,1,No,Low,No,61-70
EV09439,67,Male,93073.0,Suburban,32.5,1,SUV,3,6,No,1,No,Medium,No,61-70
EV09440,25,Female,88001.0,Rural,48.5,3,Hatchback,1,3,Yes,1,Yes,Low,No,18-30
EV09441,33,Female,109274.0,Suburban,26.3,1,SUV,7,1,No,5,No,Low,No,31-40
EV09442,35,Male,182669.0,Suburban,24.1,3,Sedan,3,9,Yes,5,Yes,Low,Yes,31-40
EV09443,67,Male,45939.0,Suburban,28.0,2,SUV,7,3,No,4,No,Medium,No,61-70
EV09444,68,Male,30013.0,Suburban,5.0,2,Hatchback,3,2,Yes,2,Yes,Low,No,61-70
EV09445,68,Male,48779.0,Urban,30.1,3,Sedan,8,7,No,5,Yes,Low,No,61-70
EV09446,39,Female,87418.0,Suburban,52.7,3,Hatchback,0,8,Yes,3,No,Low,No,31-40
EV09447,64,Male,139660.0,Urban,46.8,2,Truck,2,11,Yes,2,No,Low,No,61-70
EV09448,52,Female,74694.0,Suburban,7.5,2,Truck,6,8,Yes,2,No,Low,No,51-60
EV09449,52,Male,80622.0,Urban,31.6,2,Hatchback,14,19,No,5,Yes,Low,No,51-60
EV09450,38,Male,73963.0,Urban,80.4,2,SUV,11,10,No,5,No,Low,No,31-40
